(-0.7, 68.5, -21.7)
(6.3, 68.5, 1.2)
(-12.7, 68.5, -17.1)
(6.2, 68.5, -26.3)
(1.3, 68.5, -6.8)
(16.5, 68.5, -9.5)
(-23.5, 68.5, -20.6)
(-1.2, 68.5, -20.3)
(7.9, 68.5, 6.4)
(14.4, 68.5, 4.0)
(8.4, 68.5, 14.6)
(9.9, 68.5, 14.7)
(-11.7, 68.5, 8.3)
(-11.2, 68.5, 10.7)
(-22.3, 68.5, -3.8)
(22.1, 68.5, -3.8)
(-10.3, 68.5, 17.2)
(-30.1, 68.5, 3.0)
(9.6, 68.5, 17.5)
(10.6, 68.5, 12.9)
(-15.5, 68.5, 1.2)
(-5.8, 68.5, 8.4)
(4.3, 68.5, -20.1)
(-1.8, 68.5, 28.4)
(6.5, 68.5, -2.7)
(16.8, 68.5, 1.7)
(30.7, 68.5, -0.5)
(-21.8, 68.5, 11.5)
(20.4, 68.5, 2.5)
(-24.6, 68.5, 14.4)
(-0.3, 68.5, 12.7)
(13.4, 68.5, 4.6)
(-31.3, 68.5, -3.5)
(6.2, 68.5, -25.2)
(4.0, 68.5, -15.6)
(-24.2, 68.5, 2.3)
(-17.9, 68.5, 9.9)
(-2.5, 68.5, -25.4)
(8.9, 68.5, -20.2)
(-25.0, 68.5, -3.7)
(-7.7, 68.5, 25.2)
(29.5, 68.5, -3.2)
(1.4, 68.5, -9.2)
(-5.3, 68.5, 18.7)
(-13.0, 68.5, -22.9)
(9.1, 68.5, -27.5)
(-10.7, 68.5, -10.7)
(-18.8, 68.5, 14.3)
(29.6, 68.5, 1.4)
(-21.3, 68.5, -24.3)
(28.7, 68.5, 3.8)
(5.3, 68.5, -12.0)
(17.7, 68.5, 24.9)
(2.6, 68.5, -17.4)
(-32.1, 68.5, 1.7)
(21.1, 68.5, 7.1)
(-24.5, 68.5, -5.9)
(2.4, 68.5, -4.8)
(-24.8, 68.5, 8.0)
(9.1, 68.5, -1.5)
(21.7, 68.5, 18.0)
(14.1, 68.5, 6.5)
(17.3, 68.5, -22.9)
(2.6, 68.5, -26.8)
(13.8, 68.5, -21.4)
(21.0, 68.5, -7.0)
(25.5, 68.5, -10.4)
(-18.7, 68.5, -15.4)
(-2.5, 68.5, -13.9)
(-13.0, 68.5, 12.3)
(14.2, 68.5, 17.0)
(25.3, 68.5, 15.0)
(17.8, 68.5, 17.5)
(-31.7, 68.5, 7.4)
(27.0, 68.5, 3.3)
(-11.4, 68.5, -14.2)
(-8.7, 68.5, 26.7)
(1.8, 68.5, -24.0)
(25.2, 68.5, -8.7)
(-3.5, 68.5, -14.3)
(-15.8, 68.5, -26.3)
(21.1, 68.5, -17.5)
(9.6, 68.5, 26.2)
(-3.9, 68.5, 28.9)
(-32.4, 68.5, -1.9)
(31.3, 68.5, 3.1)
(-22.6, 68.5, 20.2)
(-22.9, 68.5, 12.2)
(31.1, 68.5, 7.7)
(29.4, 68.5, -6.5)
(11.4, 68.5, -29.7)
(2.5, 68.5, -22.6)
(-13.1, 68.5, -5.6)
(-24.4, 68.5, 20.3)
(18.8, 68.5, -14.1)
(0.2, 68.5, 28.4)
(-1.6, 68.5, -17.2)
(-10.1, 68.5, 25.0)
(-26.6, 68.5, 17.1)
(-6.3, 68.5, -30.0)
(13.9, 68.5, -16.9)
(-12.7, 68.5, 5.4)
(0.7, 68.5, -4.5)
(13.0, 68.5, -19.9)
(13.1, 68.5, -25.1)
(-27.9, 68.5, -15.8)
(-15.9, 68.5, -21.1)
(16.8, 68.5, 26.5)
(-2.7, 68.5, 6.5)
(17.4, 68.5, 18.7)
(-0.9, 68.5, 6.1)
(-23.4, 68.5, -22.2)
(-24.5, 68.5, -10.8)
(24.1, 68.5, 1.0)
(9.6, 68.5, -9.1)
(20.7, 68.5, 19.0)
(-19.5, 68.5, -13.2)
(-3.2, 68.5, -6.9)
(13.8, 68.5, 28.9)
(-18.4, 68.5, 21.8)
(-4.2, 68.5, -10.2)
(20.1, 68.5, 5.9)
(-4.1, 68.5, -19.7)
(19.7, 68.5, -2.0)
(10.2, 68.5, 18.4)
(25.4, 68.5, 13.0)
(-27.4, 68.5, 5.3)
(-13.9, 68.5, 1.4)
(31.8, 68.5, -4.6)
(24.3, 68.5, 14.6)
(16.7, 68.5, 13.2)
(-19.4, 68.5, -22.2)
(9.7, 68.5, 23.2)
(-28.7, 68.5, -15.0)
(-10.5, 68.5, -5.1)
(-12.7, 68.5, -14.0)
(-20.3, 68.5, 24.8)
(-19.0, 68.5, 17.1)
(-17.9, 68.5, -26.9)
(-26.3, 68.5, -6.2)
(-15.7, 68.5, -25.1)
(8.3, 68.5, -29.8)
(13.2, 68.5, 10.1)
(13.5, 68.5, -3.7)
(32.0, 68.5, -6.2)
(7.2, 68.5, -10.2)
(-5.9, 68.5, 25.3)
(10.1, 68.5, 19.9)
(27.1, 68.5, 12.9)
(7.9, 68.5, 27.9)
(31.5, 68.5, -2.2)
(-2.1, 68.5, 22.6)
(-13.2, 68.5, 4.1)
(-19.6, 68.5, 8.2)
(3.3, 68.5, -21.5)
(25.3, 68.5, 1.8)
(-11.4, 68.5, -19.0)
(26.0, 68.5, 4.8)
(14.0, 68.5, 22.6)
(-2.4, 68.5, 8.9)
(7.1, 68.5, 28.7)
(-16.3, 68.6, 28.3)
(25.9, 68.5, -0.3)
(30.9, 68.5, 5.1)
(-6.7, 68.5, -5.8)
(-2.8, 68.5, -22.3)
(-5.9, 68.5, 31.0)
(11.4, 68.5, 7.0)
(9.4, 68.5, 29.6)
(-26.4, 68.5, -9.3)
(-2.4, 68.5, 3.4)
(-1.7, 68.5, -19.1)
(24.4, 68.5, -18.4)
(-4.5, 68.5, 3.7)
(9.5, 68.5, 2.1)
(-12.8, 68.5, -11.3)
(-6.6, 68.5, -27.9)
(-24.3, 68.5, -4.8)
(-8.0, 68.5, 11.2)
(8.2, 68.5, 25.6)
(12.3, 68.5, 24.3)
(20.2, 68.5, -12.4)
(-21.1, 68.5, -19.7)
(-19.0, 68.5, -19.1)
(-26.6, 68.5, 13.7)
(7.3, 68.5, 12.6)
(7.6, 68.5, -25.2)
(14.2, 68.5, -1.3)
(-6.6, 68.5, 6.4)
(-9.7, 68.5, -16.3)
(16.1, 68.5, 3.9)
(-3.2, 68.5, -2.1)
(23.5, 68.5, -2.3)
(-7.3, 68.5, 4.4)
(-10.6, 68.5, -28.1)
(-1.0, 68.5, -27.6)
(-15.8, 68.5, -14.5)
(9.1, 68.5, 5.0)
(-25.6, 68.5, 12.4)
(-0.9, 68.5, -5.8)
(26.7, 68.5, -6.3)
(26.6, 68.5, 1.5)
(-1.4, 68.5, -11.5)
(9.9, 68.5, 24.5)
(-0.1, 68.5, -1.3)
(-4.9, 68.5, 0.9)
(2.6, 68.5, -6.8)
(-27.2, 68.5, 10.6)
(16.9, 68.5, 21.1)
(-18.7, 68.5, 18.4)
(-20.5, 68.5, -9.2)
(-12.9, 68.5, -26.8)
(-2.1, 68.5, 13.7)
(-7.8, 68.5, -21.6)
(5.2, 68.5, 2.0)
(-6.9, 68.5, 0.8)
(13.4, 68.5, 0.3)
(-10.9, 68.5, -25.6)
(-3.9, 68.5, -18.3)
(-17.0, 68.5, 7.4)
(11.5, 68.5, -16.5)
(6.1, 68.5, -10.0)
(-12.4, 68.5, 21.1)
(-30.3, 68.5, -8.4)
(-17.7, 68.6, 27.6)
(-5.2, 68.5, -28.1)
(-26.5, 68.5, 3.2)
(-18.9, 68.5, 4.2)
(8.6, 68.5, -6.2)
(-19.9, 68.5, 0.4)
(7.0, 68.5, -3.7)
(2.8, 68.5, 18.2)
(21.4, 68.5, -15.9)
(19.5, 68.5, 18.6)
(3.2, 68.5, 3.1)
(6.1, 68.5, 4.8)
(-7.1, 68.5, -3.3)
(-14.8, 68.5, 27.0)
(25.3, 68.5, 19.6)
(9.0, 68.5, -15.1)
(-28.2, 68.5, -11.6)
(5.5, 68.5, -32.0)
(12.3, 68.5, -18.5)
(-22.1, 68.5, 5.5)
(-14.8, 68.5, -12.9)
(-12.1, 68.5, 1.3)
(15.0, 68.5, -15.4)
(28.7, 68.5, 13.9)
(-18.5, 68.5, 5.3)
(-6.8, 68.5, 16.3)
(9.2, 68.5, 22.3)
(9.2, 68.5, 27.5)
(-7.7, 68.5, 29.4)
(14.2, 68.5, -23.4)
(28.9, 68.5, -14.0)
(-14.0, 68.5, -14.4)
(21.7, 68.5, 14.0)
(-8.2, 68.5, -24.6)
(14.2, 68.5, 15.3)
(-21.5, 68.5, 15.3)
(32.1, 68.5, 0.4)
(5.6, 68.5, -22.7)
(-28.5, 68.5, -1.2)
(-25.9, 68.5, 15.8)
(-2.6, 68.5, 0.7)
(26.9, 68.5, 7.5)
(15.9, 68.5, 11.6)
(12.9, 68.5, 18.2)
(26.8, 68.5, -11.4)
(1.8, 68.5, -28.9)
(-17.2, 68.5, -0.9)
(-9.5, 68.5, 25.8)
(-1.8, 68.5, -22.9)
(26.4, 68.5, -4.4)
(-5.3, 68.5, -30.1)
(-20.9, 68.5, 8.2)
(-6.0, 68.5, -26.3)
(-23.2, 68.5, -19.5)
(11.6, 68.5, -22.5)
(10.8, 68.5, -4.7)
(-15.1, 68.5, -16.5)
(23.5, 68.5, 20.9)
(-27.4, 68.5, -13.7)
(-30.2, 68.5, 4.6)
(14.7, 68.5, 8.8)
(0.2, 68.5, -26.5)
(-17.9, 68.5, 3.8)
(-20.6, 68.5, 17.9)
(11.8, 68.5, 28.5)
(10.1, 68.5, 12.0)
(4.1, 68.5, -27.5)
(25.6, 68.5, -12.1)
(7.2, 68.5, 25.5)
(-21.0, 68.5, 5.2)
(19.1, 68.5, -8.1)
(-20.0, 68.5, 1.6)
(18.1, 68.5, 22.3)
(-25.2, 68.5, -18.9)
(11.9, 68.5, 10.9)
(-0.6, 68.5, -9.0)
(6.0, 68.5, 29.7)
(2.9, 68.5, 4.7)
(10.7, 68.5, 8.8)
(21.6, 68.5, -12.4)
(18.2, 68.5, 6.4)
(5.9, 68.5, -17.5)
(17.5, 68.5, -26.8)
(-6.2, 68.5, -2.2)
(-16.8, 68.5, 20.7)
(8.2, 68.5, -3.0)
(-2.6, 68.5, 26.7)
(-21.0, 68.5, 16.6)
(6.4, 68.5, 8.2)
(-1.0, 68.5, -23.9)
(-9.1, 68.5, -18.4)
(-15.3, 68.5, -3.7)
(-3.2, 68.5, -23.7)
(20.9, 68.5, 11.5)
(-29.6, 68.5, 13.0)
(1.6, 68.5, 25.4)
(8.4, 68.5, 16.2)
(-6.1, 68.5, 24.3)
(-4.3, 68.5, -26.9)
(27.4, 68.5, -17.7)
(-0.7, 68.5, 14.8)
(18.9, 68.5, -25.5)
(17.7, 68.5, 4.1)
(-7.7, 68.5, 14.0)
